text,label
Tôi ko đồng ý top 1 là team Ryder,0
Qua tập này thì kh nên tin cái phần bình chọn chi nữa 😢,0
Không hiểu ĐỨC PHÚC có gì mà vô top 5 vậy trời ???🤬,0
Demo hay quá,2
Qc lắm xem mà bực,0
"Má nghe xong bài của nhóm Atus mà t bị suy hết nguyên tập luôn kiểu nó bị đọng lại cái mood buồn tới cuối luôn ý, t phải ngừng lại rồi đi đâu đó xong quay lại xem 2 bài tranh 3,4 của nhóm Erik và Rhyder, để cái mood trở về chứ nghe xong bài BLCCN mood down nặng quá chịu không nổi",0
"khúc tus k đc chọn làm nhóm trưởng đúng sốc vs buồn luôn á tr,có coi tập cut trc r thấy tus nhảy thắng tưởng tus đc làm đội trưởng chứ,chương trình làm một vố tỉnh ngang=((",0
Ghét thái ngân từ tỏ tình hoàn mỹ qua đây rồi vẫn ghét cảm giác rất là giả rất là diễn nhé,0
eo ôi đùa đâu t mún voted hết lun ấy áaaa * ấn tựn vs 10/10 nha*❤❤❤,2
Huỳnh Hùng tuần rồi như vậy mà hạng 17 kh thể hiểu,0
Y/c chương trình chiếu sớm hơn học ngắn đi chút để fan k thành gấu trúc ạ =))))),1
"Bạn nào cũng xứng đáng, nhưng tiếc cho Trí Son,may mà có bé Q.Hồng nên đỡ hụt hẫng",1
"Thiệt sự đang xem từ đầu vào đọc cmt thấy bảo đội 10/10 thua là kh muốn xem hết nữa , next tới bài xem xuất sắc quá trời còn hơn cả mong đợi mà vote đứng top 6, là có thực sự biết thưởng thức kh v hay chỉ vote hùa thôi",0
"''mọi người thích không?'' nghe nói ngọt ngào mà sao dễ thương đến vậy RHYDER nhỉ. Rhyder vẫn luôn toả sáng như trước giờ vẫn vậy, ngọc ở đâu thì vẫn có thể sáng và Rhyder chính là một minh chứng của điều đó. Quá khứ hay hiện tại và tới tương lai thật sự mong Rhyder vẫn có thể giữ được lửa trong bản thân mình để cho mọi người biết Quang Anh vẫn là Quang Anh chỉ khác ở phiên bản RHYDER một cách hoàn thiện hơn.",2
"Công Dươngg bị loại , t nghỉ coi:(",0
"Team Quân AP quả này toang rồi =)) 2 ông đảo hoang Ali với Quang Trung. Team thì ko ai biết sáng tác, với thấy Quân có vẻ k có nhiều khả năng lead, team nhảy cũng yếu hơn các team khác. Nhìn mặt Ali lúc về team Quân buồn thấy rõ, chắc thấy tương lai vòng sau u ám rồi, xem có bứt được lên k để thoát khỏi 4 vị trí bị loại k nào",0
LQ2 xứng đáng để nhận chiến thắng vòng đầu,2
Love sand quá đỉnh,2
Team Hiếu mãi đỉnhh👏👏 Nhưng phải công nhận bài của team Dương domic trong tập này hay nha. Nghe xong cũng mê muội đó,2
Bài hát hay mà vũ đoàn lm lại ko hay,0
Regret lần này quá tuyệt,2
"Mn có thấy là lúc mà show đội trưởng mn nhìn về phía Rhyder không , mn có vẻ rất tin tưởng ảnh luôn á mình cũng nghĩ v mà ai có dè bất ngờ ghê",2
Tua đi tua lại Hào Quang nghe 6lần r 😂😂,2
Hùng Huỳnh giỏi quá. Mong babii sẽ toả sáng hơn nữa trong tương lai,2
Shock khi coi tập này 😢,0
TIẾC DUY ANH VÀ TAGE QUÁ ❤ GIỌNG DUY ANH ĐẸP QUÁ HY VỌNG BẠN SẼ RA NHẠC NHIỀU NHÉ ❤,2
"các anh trai và ctrinh đều rất ổn, cái điều không ổn là khán giả trường quay :))) kh ai cấm các bạn và ép buộc các bạn kh được vote cho người mà các bạn thích nma nên công tâm nhìn nhận tài năng của người khác 1 chút. đôi khi idol không bị ghét vì họ xấu tính hay không có tài năng mà lại do fan đó. văn mình 1 chút đi trời, nhiều lúc thấy các bạn chả công tâm 1 tí nào",1
Bài dở mà hạng nhất chấm kiểu đ j v,0
Vòng sau đội Atus gồm Atus Isaac Song Luân đó mọi người 😂😂😂,2
HIEUTHUHAI hát đớt quá,0
tinh thần yêu nước làm cho bài hát này hơn cả tuyệt vời luôn,2
Team 10/10 đứng top 6 trời ơi tui tức cái lòng ngực 🥲,0
Cá nhân mình ko thực sự thích hiphop nên mình thích team rhyder . Hơi tiếc cho team Rhyder xíu,1
Dù bt ct sẽ có người đi người ở lại nhưng s buồn quá 😊😢,1
Bài của atus win top 1 trong tim mình,2
Ý là đoạn của HieuThuHai có gì đó rất cuốn ý mê,2
10/10 t không mong đợi nhưng mà xem thì bất ngờ và quá ngạc nhiên luôn. Hay và cuốn thật sự. Respect nếu các anh 10/10 thấy cmt này thì đừng tự ti nhé. Rất hay ạ!!!!!!,2
"Rhyder captain thực sự là 1 mảnh ghép k thể thiếu của c trình này, sáng tác tốt, hát hay, rap giỏi, nhạc cụ cũng biết luôn, biểu diễn quá năng lượng và hết mình, tuyệt vờiiu",2
Công Dương bị loại ko cam tâm nha,1
Bùn..coi mà khóc hết nước mắt,0
cái tình cảm tình bạn Erik vs Phuc lan toả luôn á tời❤,2
Món của đội Atus nhìn còn không đoán được đây còn bịt mắt sao đoán Món gì khó điên cọc :)),1
Tiếc cho PAD . 😢😢😢,0
Người đổi chỗ nhiều nhất gọi tên negav và quang trung 😂😂😂,2
Đội anh negav thua rồi😢,0
"Hay đỉnh của chóp luôn, ko biết cày đi cày lại bao nhiêu lần❤",2
Một chương trình đáng bỏ thời gian xem hay nhất năm 2024,2
Mê Hiếu Thứ Hai ❤❤❤,2
4 Đội Trưởng xứng đáng ❤😊,2
Thấy thương cho chàng trai vũ thịnh 😂,2
Anhhh Quânnnnnnn💗🔥,2
quang trung tưởng chs giỏi ai ngờ:)),0
Mê quá Atuss ơi,2
mê team HTH nha,2
Xem 1 tập mà quảng cáo hoài,0
nghe đoạn rap của hiếu mê nha,2
Thằng atuss nó dở mà ai nó cũng chê voi từ chối.,0
negev nói nhiều mà không có miếng hài nào luôn😂,0
hùng huỳnh nhảy đẹp vaiiiiiiiiiiiiiii,2
Bài hit drama thấy mỗi tiết mục hay chứ bài hát kh đổi mới mấy 😅,1
"Ôi cái bài Bao lời con chưa nói nghe câu hát đầu tiên là đã khóc r, chạm mà sâu khủng khiếp! Dương Domic viết bài hay quá 🎉🎉🎉",2
"NOT FAIR . CHUONG TRINH TAO RA CHI MANG TINH CHAT BE NGOAI , CHANG NHAM VAO CHAT GIONG . GIONG NHU CON CONG XOE CANH TRINH DIEN . NGOAI BO LONG RA THI CUNG CHANG CO GI",0
"huhu phải chờ tới tuần sau mới đc coi team anh sinh, anh tú atus😭😭🥹🥹",1
nhìn atus và a sinh khóc tui muốn khóc theo luôn á,2
Công điem vớ vẩn…loai toàn người tài năng,0
Cố lên atus quang trung ơi hai người mình thích thích nhất... Cố lên,2
"Nicky, Công Dương bị loại cũng tốt. T nghỉ coi đỡ mất thời gian. Cái show Chị đẹp đã để khán giả trường quay vote như hạch rồi mà show này cũng kg rút kinh nghiệm trong việc chọn khán giả. Chấm như qq zị",0
Ý kiến cá nhân thôi anh trai say hi mà mấy anh trai hay cry quá ...,1
"Yêu thích của m là anh trai vòng trước cơ, vòng này thì mê nhiều bạn nhưng đúng là bài hát của ANH TÚ VOI phải làm cho m wwao .. phải vào bình chọn ngay cho AT kẻo phí mất 1 ngày. Vì quá mê giọng hát này nên phải bình chọn thôi.",2
Quang Hùng ơi Thứ nào chịu nổi a đây Quá trời mê rồi,2
Ngáo ngơ hơi hiền. Nghe lại mới cảm nhận kĩ đc,1
Nhìn Atus thấy hài liền 😂,2
nghe phần đầu chia sẻ của mn thôi mà còn nổi da gàaa,2
Sao nghe giống giống bài vợ ng ta quá nhỉ anh hùng ơi 😅😅😅,1
"Công Dương rap thế mà bị loại, bài CMIYC top 1 trending thành ra lại là top cuối với chúng nó, thế thôi đừng phát sóng nữa mình cứ để cho 400 khán giả đấy xem thôi đc rồi",0
Má điểm của regret nghĩ sao mà top 5 lỗ tai khán giả ở trường quay úng nc nghe kh rõ cái nốt cao của Lâm Bảo Ngọc hả ta ơi cho dù kh top 1 đi chăng nx thì cx kh thể nào top 5 kh hiểu nổiiiiiiiii,0
45:16 xin lỗi từ chối em ngồi với nhau ở bao nhiêu hàng quán Anh có làm gì sai mà sợ hãi với những lời bàn tán Chỉ có thể là post ảnh cùng em ở chế độ close friend Công việc anh thức hẳn đến khi em buồn Anh lại chẳng ngoi lên,1
Bài ngân nga hay quá nè 😢 sao nghe bài nào cũng hay dị chờiii,2
Nghe đoạn đầu kpkg mà đau lòng quá,0
Bài Negav hay quá tư duy âm nhạc mãi đỉnh,2
Bị cuốn bởi giọng Anh Tú Voi❤❤❤,2
Cái Bà Quang Trung thấy chán,0
"Judy đã xem và sẽ ""đánh"" giá Hiếu 😂😂",2
trong tập này đúng là anh vũ thịnh giỏi thật nhưng anh atus cx có thể lật bài vì nếu như lượt 2 atus ra 999 điểm thì cx sẽ hòa nên thắng thua cx phải do sự thông minh và nhạy bén nữa ạ (ykr),2
"Team Hiếu thứ 2 Toppp 1 ❤❤❤❤❤❤ đỉnh quá, bắt tai dã mannn",2
Ghét khán giả coi cho hay r ko bình chọn,0
Ai mê Negav nè,2
Cá nhân mình k fan ai.nhưng đúng là chương trình thực tế thì cần tính cách hợp fan.riêng mình thấy vũ thịnh k gây được thiện cảm cho khán giả.điểm thấp là dễ hiểu thôi,0
"Ủa alo ct ơi, ct châc chắn là sẽ được quay đi quay lại vài lần rồi mà nỡ lòng nào k cắt đoạn ổng té v😢",0
Phải công nhận là bài thứ 2 của team Erick quá hay. Vỗ tay cho đội trưởng,2
Mn ơi anh trai nào cũng giỏi và tài năng hết ủng hộ tất cả các anh trai lun nha,2
"Một người đội trưởng tuyệt vời . Xuất sắc , mỗi thành viên đều được spoli riêng , một bài hát đang hot rần rần gọi tên Anh Tú Atus",2
Tú Voi của tui không được quán quân nữa thì thôi 😢,1
Ko có Atus thì ko vui,0
Mời giám khảo mà giám khảo kiểu ủa gì z cái gì đang xảy ra v thì hiểu rồi,0
"Mê Cap với Rhy quá , 2 bạn ý tỏa ra cái niềm đam mê âm nhạc đỉnh cao luôn á, mong 2 anh đều được debut và thành công rực rỡ ❤",2
T buồn khán giả quá bây ơi 10/10 v mà 😢😢😢,0
Đây như một bản ngã mới của negav,2
"HTH đỉnh thực sự, đường đi nước bước ko đoán trc đc luôn. Quá thông minh",2
"Tôi yêu quý tất cả các anh trai, tôi sẽ bình trọn tất cả , nhưng tôi bình trọn đặc biệt cho e HIEUTHUHAI",2
Hiếu thứ hai vô ctrinh này ko tự nhiên ko vui vẻ gì hết... mong e coi dc và thả lỏng ra như ctrinh 2ngay 1 đêm,0
"Quán quân ko xứng đáng,ko có gì nổi bật 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡",0
Hơi tiếc cho Erik xíu. Nhưng rất hay,2
"Ánh mắt Ali kiểu k tự tin, nhát nhát...lạ ghê",0
Ổng nghĩ tới vụ ổng giống con Jennifer nên k có dám ôm Trung luôn,1
Team ông Hiếu đen thật chứ thua từ đầu đến đuôi lần này có thắng bớt nói con cưng dùm,0
Coi tập này mà trong đầu cứ nói 'phải như có Quang Trung còn vui nx 😅,1
"1 tập quá bùng nổ cảm xúc, 2h sáng vẫn háo hức xem, ban giám khảo nhảy quá nghệ❤.",2
Chương trình làm mình tốn hơi nhiều khăn giấy,1
"Cứu tui cứu tui, tui cứ bị cuốn vào Gemini Hùng Huỳnh trời ơi",2
Đã vào đến vòng này thì bài nào cũng suất sắc hết á 🎉,2
tuần này em nguyện c.à.y cả tập thay vì coi cut ạ,0
hiếu đâu còn nụ hôn đầu đâu mà mất :>,2
Yêu Captain lắm mong anh được nhiều ng bik hơn 😢,2
Đức Phúc ko hợp vibe chương trình,0
bài của nhóm Negar hay thật sự ❤️,2
hay quaaa,2
Hom nay xem 4tieng luôn . quá đããã,2
Mình coi tập này mà mình tức ak ! Không biết khán giả trường quay chấm kiểu gì nữa ! Lúc nghe điểm chấm phần nhẩy ER mà bất ngờ đến nổi giám khảo cũng lộ vẻ bất ngờ,0
"Team Isaac thấy k hay lắm mà top 2 , chán thật",0
Ai cũng tưởng HH nhiều ng chọn quá nên cuối cùng k ai chọn luôn =)))),0
Ngáo Ngơ top 4? Không tin nổi🤨,0
"Tôi thấy mn có vẻ ko có muốn về đội Quân AP cho lắm, cứ thấy tội vậy á,tôi nghĩ cx có chút tiếc nuối, hờ hững",1
Cười Đăng Dương quá à. Hỏi Anh Tú tặng cây đàn luôn hôn ? Ảnh vui tính lắm chứ bộ,2
Tập này cố tình chiếu dài cho tui đợi hả trời 🥹🥹🥹,0
Mê atuss với a sinh ghê 2 ổng ráp lại hài sĩu,2
WEAN TO DALEEEEEEE,2
Hào quang hay thật sự đoạn cuối nổi da gà,2
"ali rap giọng nam hay nha , nghe đỉnh thật",2
Ui trời ơi. Bài của Atus lấy đi nước mắt của tôi quá ạ. Đúng những gì muôn nói với mẹ,2
ồn quá trời ồn :))) phải cày lại vì nhớ quá!!!,1
Cày lại mà vẫn còn khóc😢 thưm nhất lúc Đphúc khóc😢,2
"Trấn Thành dẫn trương trình này rất hây tuy nhiên trong tập này a khen Hào Quang quá, lời khen của a sẻ ảnh hưởng rất nhiều đến kết quả, a sẻ hướng mọi người vote vì a đang làm chủ sân khấu nên a phải khen cho công bằng ko thiên vị đội nào mới được.",1
Tage loại là đúng nhất . Cá tính này cá nhân tôi ko thĩh,0
Xem lại vẫn thấy ali nói chuyện hơi chán,0
❤ tội con báo Negav ghê. Mấy bác cứ làm khó ẻm ghia.,2
Có Gin chồng ka vô duyên,0
Hay nhưng mà hát nhép k z mấy má,0
Tú voi là ng duy nhất mình kp vừa nghe vừa đọc chữ. Ca sỹ thực lực,2
Ah hùng đã quá tuyệt vời,2
"Đoạn đầu Kiều hát giống bài của HT2, đoạn sau build tốt nhưng nó cứ thiếu thiếu, chưa tới ý. Đoạn rap Kiều hayyy",1
"Hai Đang Doo là nhân tố mới ,em ấy rất ấn tượng bên gameshow thực tế Mưu sinh.Hát tiếng anh rất hay,lễ phép.Hy. Vòng em sẽ hát lại bài daddy cool ở live show solo nhé!",2
Sao trấn thành cứ nói rè đội erik vậy. Xog là đội bị loại lun😢,0
Giọng Dương Domic hay nhaa,2
"Ngân nga giống như những bài nhạc mỹ năm 2000s quá, rất Backstreet Boy, rất Hit 🥰",2
Chương trình thiếu Quang Trung chắc buồn lắm! Drama nhà chung!,0
"No far no star trending cho tui liền, tỏa ra sức trẻ năng lượng quá trời. Ấn tượng về tài năng của Rhyder quá trời rồi",2
Chương trình như qq v tr,0
"theo ý kiến của e nha. hiếu thứ 2 mặc dù giỏi sáng tác giỏi, dẫn dắt ae giỏi nhưng nay bài của hiếu e thấy k hay lắm",1
Phap kieuuuu❤❤❤❤❤❤,2
Tui thấy mấy ổng khóc tự nhiên tui đang ngang,1
K thích phần thi của nghệ sĩ mà để khán giả nhận xét... Khán giả chỉ là ng xem... Cách để nhận điểm trong các phần thi nên dành cho các vị giám khảo có chuyên môn hơn... Để khi loại fan hay khán gỉa k hối tiếc cho vị nào,0
Bài này hay quóoooo,2
Pháp Kiều ơi I love you,2
Kim phút kim giờ vẫn hay nha nhưng mà kh như những gì mình nghe ở demo nên:((,1
Xem trailer tuần sau mà sợ cho team Atus quá đi,0
Sao tập này ít zậy😢,0
"Quá trời atus, cụ tổ xin bài 😅😅.",2
Uớc k loại ai ước chương trình dài như cô dâu 8t:))),1
Thích nhất bài ngáo ngơ và sau là bài cứ để anh ta rời đi. 10đ,2
bài của ryder ko hay bằng bài reget hay ngáo ngơ nữa ấy khán giả trường quay bị gì ấy,0
Đức phúc tính toán cũng siêu đúng lun,2
Team Atus Hiếuthuhai Jsol và Erik đỉnk quá trời visual siêu sánggg,2
"Toan la may ban bat dau lot xac, tro nen an tuong hon trong long khan gia tuan truoc, tuan nay bi loai het :((( Ho la lan gio moi, nhan to moi đem lai su to mo, bat ngo cho chương trinh ma. Con may anh trai noi tieng san thi biet het roi, ko con hung thu de tim hiểu , de "" Wow"" nua roi :(((",0
"Mê atus, thông minh duyên dáng hài hước lại tình cảm",2
"Quay lại chỉ để xem phần trình diễn của Negav. Bài nghe khá catchy, tình yêu dễ thương",2
Sao tui thấy bài đội reyder hay hơn bài của hơri khang,1
"Tập này push hùng huỳnh quá, nhảy 2 round liên tục, chán",0
"mấy má khán giả ở đó đâu vào đây chửi lộn với tao. Cái con mắt tụi bây để trưng hay gì vậy? Không biết ai hay ai dở bình chọn theo cái tiêu chí gì vậy. Không đủ cảm thụ nghệ thuật thì ở nhà dùm, vô đó note lung tung bọn fan dở hơi",0
T coi t cười bệnh.... Mấy ổng tấu hài mà sợ 😂😂😂,2
Make up của song luân đã bị đuổi việc chưa a? Sao tóc tai càng ngày nhìn càng xấu vậy,0
Dù được chương trình tô màu hay đánh khối cỡ nào thì HT2 cũng không ẩn được bản tính hay ra vẻ và không khiêm tốn nói túm lại là chảnh.,0
Đức Phúc Chồng yêuuuu giỏi quáaaaaa bài này của anh quá xuất sắc ❤😋😋,2
Team quân ap hay quá má oiiiii,2
t nghĩ nếu đội khang thắng livestage4 thì sẽ cứu wean lê ( nghe nói đội rhyder tốp4),1
Đã là trò chơi thì phải bỏ điểm ra để chơi chứ .đến lượt ahtú voi .với HTH chơi thì đội bên ah tú voi lại ko bỏ 1điểm nào ra chơi .trương trình làm ra game như này mất vui .kiểu như muốn mua cái gì đấy nhưng lại ko muốn bỏ ra tiền để có được ý.chán,0
"Bài Bao Lời Con Chưa Nói mình thấy quá hay luôn á mn. Từng lời từng người hát sao mà hay và thấm quá luôn á, mình xem khóc từ đầu bài tới lúc gần hết mình đã kìm lại rồi cho tới lúc hết mn chia sẻ lại khóc tiếp. Quá xúc động, đúng ngày Lễ Vu Lan nữa quá ý nghĩa luôn ạ! Mong team top 1 ạ, mãi ủng hộ ATus !!!!",2
Nhóm 10/10 hay vậy mà top 6 . Tào lao ghê,0
Chúc mừng em bé RHYDER của chị.....,2
Hải Đăng Doo bị loại ko nỡ,2
Nghe lại thấy Người Tình Của Nắng cũng hay mà mọi người chê ngang,2
Tú Voi + 3 Quang Hùng +2 ♥ Nhưng Trấn Thành + 1000000000000000000000,2
"Uii ai như tui ko ạ, trước nghe demo Kim phút Kim giờ thấy luỵ ghê vì trc đó giờ tui thích Ballad ý. Hôm qua xem phát sóng trực tiếp chưa ngấm luôn thì thấy hơi hụt 1 xíu thì đang nghe demo nhiều quá. Mà giờ nghe nhiều lần bản của team 2Khang luỵ hơn luôn ạ, huhu xem lại nổi da gà luônnn❤",1
"Team Tú Voi bài nhạc mình k thẩm được, team Ryder thì thấy kết thúc bị lửng lơ, tưởng sẽ hát và nhảy đoạn cuối mà thành ra mỗi nhảy, nhạc cũng hơi ngang, thích nhất đoạn Tlinh ve Wean. Đây là cảm nhận riêng, Nhưng công nhận tất cả sự nỗ lực của mọi người mang đến những bài hát hay cho khán giả.",1
"Team negav điểm danh🎉🎉🎉, hức, đến bâyh tui vẫn ko nghĩ team Bài Catch Me top 4",1
Hieu ơi thông minh quá,2
Hào quang xứng đáng! Âm nhạc quan trọng nhất là chạm cảm xúc nhiều ng,2
Chương trình ơi mình hồi sinh 30a trai vòng chung kết đi ạ😢,1
"Bắt đền ATSH, hết concert làm tui phải coi lại nè :’(",1
T tưỡng t coi lộn chương trình hài 😂,1
Cuộc thi ko công bằng nên cho kháng giả onl bình chọn,0
Bọn giám khảo có cần vô duyên vậy ko? Vẫn biết atus bên mảng miếng nhưng cũng ko nên chê quá mức và vô duyên vậy chứ,0
Phần chiếng thắng lquan là phần duy nhất mà đội chiến thắng vui mừng hồ hởi như z còn lại mấy live sau kiểu sẽ có ng bii loại nhìn áp lực quâ không được vui,1
Atus rat xung dang lam to truong mong chuong trinh debut cho anh tu atus,2
Ta nói Quang Trung với Atus ngồi vs nhau thành cây hài 😂,2
"Ali rất hiếu thắng , kiểu thái độ ra mặt k vui vẻ , k chuyên nghiệp tí nào😂",0
Anh tú hát hay quá ❤❤❤,2
"Cảm nhận cá nhân của mình thì bài của nhóm Eric khi hát về đất nước chưa hào hùng lắm, chưa đủ chạm tới",0
Quá ư là đã,2
Thấy 2 bài tuần này k hay lắm :))),0
"Sao chương trình hơi ngộ he, cứ bài nào trend là bài đó hạng 4-5. 😂",1
10/10 đỉnh vậy sao lại top 6 nhỉ.khán giả trong trưong trình công tâm xíu được không,0
"Vậy là hết thật rồi sao. Nhớ thế, buồn thế, mỗi tối t7 t làm j đây huhu😢😢😢",0
t mê Rhyder HTHt Atus Dương Domic wuas bây ơi🤧🤡,2
Nhòm Erik hay quá,2
tập này 10 tiếng em cũng nguyện xem vì anh hieuthuhai🤓,2
Xem hết cả 6 bài thì thấy Nỗi đau ngây dại là hay nhất. Đủ mọi yếu tố 🎉,2
"Rhyder và Captain giỏi quá , quá tài năng nổi da gà với 2 phần trình diễn đó",2
Xem em xinh say hi mà chờ ts th7 lâu qué nên xem lại ah trai tr ơi cảm xúc như ban đầu huhu,2
"Nếu ai hỏi mình rằng:"" thanh xuân của bạn dành cho QUÂN AP có thấy tiếc không"" ? THÌ MÌNH CHẮC CHẮN SẼ TRẢ LỜI RẰNG : "" HOÀN TOÀN XỨNG ĐÁNG """,2
"đang hát thì đừng chèn QC vô giữa được ko, nghe tụt cả hứng",0
"Mùa giải năm nay các anh trai thất thu vì bão, xin cảm ơn tấm lòng của các anh",1
Tập này tiếc rhycap ko về chung đội ghê ý 😢 Nhưng sau tập này sợ nhân cách mới lou hoàng nha😮,2
"Tôi còn 20% niềm tin chồng t ko bị loại, Vie ơi nghe tiếng lòng t mà làm cú lật kèo đi. T đội ơn Vie xuống đời",1
"từ trước đến g chỉ mong kiều với dương chung team lần nữa thôi, mình cũng hơi thất vọng, thôi thì cứ hoan hỉ hoan hỉ",0
đẩy negav cụa toi lên đuyyyy,2
Liên quân 2 quá đỉnh 🎉🎉🎉🎉,2
"Thương Vũ Thịnh quá, mong anh được khán giả công nhận nhiều hơn, anh thực sự rất giỏii và cố gắng rồi ạ🎉 Chúc anh thành công hơn trên con đường nghệ thuật của mình❤",2
TEAM KHÔ RÁO QUÁ ĐỈNH ~~,2
"Nhìn Gin cười thấy đau quá☺️ VT cứ năng lượng lm t hong khóc nổi buồn sao í,còn Hải Đăng Doo tim như ai đâm Lou Hoàng thì tim t bị hụt đi nhịp tiếc ảnh 🥺",2
Atus gục mặt suốt khúc cuối làm tui suy quá!,1
Nể HTH thật,2
Thương Quân AP quá chừng . Ủng hộ team ảnh nha . Thấy ảnh hiền hiền thấy tội ghê .,2
Chương trình này ai nhiều fan thì thắng thế thôi🙄,1
Tú Voiiii ❤❤❤,2
Mjh it khi xem gi bl mà xem bai hat nhom ap thấy nổi da gà luôn phai vao bl top 1 nhé🎉🎉🎉,2
Đội Negav hay điêng cả 2 bài lun đóa mà mà điểm thấp vậy😢😢,0
Có quang trung & atus cười đau bụng,2
10/10 mà top 6 bị cgi vậy troi oiii 🤌🏻,0
Sao công này diễn ko hay bằng công 2,0
Kh ngờ captain hạng 22 luôn á tr . Tập sau cap mà bị loại chắc t dẹp coi ctr luôn,0
Lụy ct quá cày lại thoi😢,0
Captain boy xứng đáng đi tiếp,2
Thich bai ngao ngo❤❤❤ anh Atus hay qua,2
Ykr là ông nói nhìu đội negav ko thông minh mấy :)),0
PHÁP KIỀU no1,2
Ai cũng bị Tú tus lây thôi 😂😂,2
regret mà top5 ??? khán giả sao v,0
Negav cute quaaa,2
mê visual với nét duyên của Atus quáa trời,2
Bé đức phúc nhìn mệt vải,0
10 Atus anh phải debut cho emmmm,2
Giọng a tus ok mà. Ai cũng chiếm spotlight hết,2
Cày lại từ đầu vì RHYDER :33,2
"Ngáo ngơ top 4 , coi 1 lần không muốn coi lần 2 luôn ák",0
trời ơiii quá hóng bài của nhóm rhyder feat với tlinh quéee .❤❤❤,2
"Trời ơi thích Erik quá, xem đến tạp này càng xem càng thích❤️❤️❤️",2
"bài Catch me hay v, top 1 trending mà khán giả trường quay chấm thấp nhất. Chương trình có thật sự công bằng kh v, hay là nhóm nào nhìu fan hơn thì điểm cao hơn v. Coi mà cọc muốn khùng lun",0
"Tr má xếp 1 bài về tự hào đất nc vs 1 bài về tình mẫu tử thì chấm s cho vừa😭bài nào cũg hay, cũg ý nghĩa😭",2
"Quang Hùng masterD và Rhyder,Hieuthuhai,isacc, Hùng huỳnh Dương Domic, Quân A.P, HaiDanhDoo chung 1 đội ko ai. Dám dành top 1 luôn❤❤",1
catch hay quá chắc hào quang hay nx,2
Bai nhóm hth kg vào tai tí nào nghe lời kg rõ ma tóp 1 thi khán giả kg công tâm,0
+1 bài hát hay về mẹ ❤❤❤,2
Team Atus top 6 ko tin đc luôn 😢😢,1
Hazz đứng top 4 tiếc quá cày wiew cho đội negav thôi,0
Thật sự buồn cho team Isaac :)) đúng là chỉ giỏi tấu hài,0
"mong không có ai bị loại , không thì tốn nc mắt í troii huhu",1
A Trấn Thành làm MC số 2 k ai dám đứng số 1 ❤❤❤ ... Chương trình Nào có A TThành chỉ có đỉnh điểm cao nhất thôi 🎉🎉🎉❤❤❤,2
"catch me, với bài thi sỹ ấn tượng lắm lun. hay thật sự. quang hùng sau chương trình này sẽ nổi ở VN nữa",2
thích hết nha trừ wean le nhạt nhẽo,0
"Thật thất vọng khi SLuân bị loại, không biết khán giả bình chọn thế nào, qua bao vòng SL quá hay",0
K tin a sinh bị loại luôn 😢😢,0
Tiết mục hát của team Hieuthuhai mà xếp hạng thứ 4 thì khán giả trường quay là một điểm trừ to và bự nhất của chương trình này.,0
"Liên quân 2 nhiều rapper và vocal có nét hơn, viết lại bài hay hơn hẳn, đúng kiểu làm nổi từng ng một, part của ai cũng có điểm nhấn. Ai là ng sắp xếp chia line phải cho nhiều likeeee",2
Ủng hộ team Eric,2
Hải Đăng Doo gãy tay tội dị,1
cần công bố rõ ràng nha tôi thấy chương trình đang k có sự công tâm. Hai ca khúc top 1 lcủa hai tuần vừa qua đều không xứng đáng luôn,0
"Tú ơi sao tú lúc nào cũng đẹp quá vậy trời , từ tập 1-11 lúc nào cũng đẹp , cũng sáng , mê anh quá đi thôi .",2
Xem xong chương trình tự nhiên hết thích Đức Phúc,0
"Tôi ko thích tập này chúc nào cả , những người bị loại bỏ ai cũng hát hay như phải dừng lại 😢😢",0
Thương anh Công Dương quá anh đã làm rất tốt,2
"Ali xứng đáng nhưng mà có thể đừng diễn nét tội nghiệp nữa đc kh, vui lên",1
Negav mà loại tui khỏi xem luôn á,0
Dương qua đào tạo của Atus nên bệnh sĩ lây lẹ ghê á. 😂,2
Thương mi seo dữ cố gắng quá trời mà hạng vẫn thấp ổng cố gắng quá mà,1
chê camera chương trình quay xấu thậc sự lun á,0
Tiết mục của Đức phúc đỉnh quá đi à,2
tôi không muốn 😭😭😭 tôi không muốn bất kì ai bị loại huhu 😭😭 hồi sinh liền 6 anh trai bị loại điii 😭😭,0
10/10 cũng xuat sac mà hạng 6(thuong nha),1
Game show gì toàn trai xấu flop quá 😂,0
❤❤❤ bài nào cũng hay,2
sao anh nào trông cũng tính nữ mà xuống hồ bơi cơ bắp ko z =))))))),1
Team HTH hài quá tr,2
Cái chương trình gì mà kì quặc. Làm người ta khóc hết nước mắt xong lại làm người ta cười như con điên,1
Ghét thái ngân.nói kiểu coi thường người khác,0
Hải Đăng Doo đẹp traiiiii😊❤,2
"Thật sự từ đầu chương trình rất thích Quang Trung. Và càng thích thì càng thương Quang Trung. Quang Trung có tài năng thật sự nhưng từ đầu chương trình chưa nhận được sự công nhận đúng với nó. Nhưng QT luôn tích cực, luôn cố gắng mang lại mang lại tiếng cười cho mọi người đến tận phút cuối. Luôn ủng hộ anh!",2
"Mãn nhãn mãn nhỉ, kg gì có thể tuyệt vời hơn❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",2
mong đợi tới You của Captainn,2
